MIN,PF,STL,PTS,FGM,FGA,BLK,BLKA,PLUS_MINUS,PFD,TOV,DREB,REB,OREB,FTM,FTA,EXP,POSS,AGE,HEIGHT,WEIGHT,BMI,USG_PCT,PIE,E_OFF_RATING,E_DEF_RATING,AST_TO,AST_RATIO,FG3M,FG3A,AST,PFD,Games Missed
371.1816666666667,52,11,154,53,112,13,5,-63,29,20,89,121,32,19,26,8.0,779,32,82.0,248.0,25.928613920285546,0.164,0.118,103.3,111.1,1.7,19.2,29,68,34,29,8
1875.08,186,38,602,205,432,57,18,146,103,62,210,274,64,86,95,2.0,3832,23,78.0,236.0,27.269559500328732,0.123,0.067,111.9,106.7,1.26,12.8,106,258,78,103,5
1804.755,96,46,733,255,569,18,25,233,65,43,190,222,32,64,74,3.0,3842,26,76.0,198.0,24.098684210526315,0.148,0.081,112.2,107.1,2.33,13.6,159,389,100,65,12
639.8266666666667,90,26,225,81,190,24,18,-241,55,36,97,135,38,44,65,0.0,1359,20,79.0,206.0,23.20429418362442,0.168,0.064,99.7,115.6,0.97,12.0,19,61,35,55,4
194.78833333333333,24,8,76,32,57,10,10,5,18,12,34,64,30,12,23,9.0,418,32,82.0,250.0,26.137715645449138,0.164,0.11,111.7,110.6,1.83,21.8,0,0,22,18,0
1268.8216666666667,143,71,636,261,526,17,25,-211,125,58,208,277,69,91,140,3.0,2657,23,77.0,202.0,23.951087873165797,0.213,0.107,101.5,109.4,1.26,10.2,23,93,73,125,18
2586.728333333333,94,53,1265,391,834,14,48,-374,311,118,350,432,82,341,413,9.0,5446,30,80.0,225.0,24.71484375,0.184,0.105,108.3,115.4,1.58,14.2,142,360,186,311,5
1162.2483333333332,179,22,534,215,330,103,30,230,155,53,328,494,166,104,167,9.0,2408,33,84.0,265.0,26.40235260770975,0.164,0.132,117.9,109.1,0.49,5.4,0,0,26,155,16
171.095,13,5,50,18,38,1,3,-2,8,9,20,21,1,3,4,0.0,344,25,74.0,188.0,24.135135135135137,0.13,0.084,107.3,108.2,2.22,29.0,11,26,20,8,0
163.32666666666665,13,2,43,16,46,3,3,-37,4,3,16,26,10,2,5,1.0,342,25,76.0,220.0,26.776315789473685,0.131,0.036,107.0,115.5,2.0,10.5,9,28,6,4,0
2335.1833333333334,238,130,742,274,576,60,55,68,137,100,198,296,98,137,163,0.0,4796,23,79.0,206.0,23.20429418362442,0.136,0.068,110.9,109.6,1.67,18.3,57,169,167,137,4
535.5916666666667,48,10,210,81,188,3,12,-173,34,17,49,72,23,21,32,2.0,1136,23,78.0,221.0,25.536324786324787,0.172,0.061,101.1,117.0,2.18,14.4,27,87,37,34,5
1802.4333333333332,167,54,882,284,724,3,33,264,155,99,216,247,31,177,201,1.0,3626,23,75.0,190.0,23.74577777777778,0.217,0.11,111.4,103.3,2.78,23.3,137,396,275,155,3
68.65666666666667,10,8,12,3,13,2,2,-32,5,2,3,7,4,5,8,3.0,151,22,80.0,180.0,19.771875,0.108,0.021,87.6,107.3,2.0,17.4,1,4,4,5,3
1980.9016666666664,164,56,588,207,431,22,31,99,127,58,129,201,72,119,155,1.0,4014,21,77.0,225.0,26.678191937932198,0.123,0.057,112.3,108.5,2.09,17.8,55,157,121,127,15
1215.7983333333334,167,50,563,229,366,77,18,169,135,84,215,332,117,91,132,3.0,2547,24,84.0,250.0,24.907879818594104,0.177,0.132,111.5,105.4,1.9,24.0,14,30,160,135,13
541.045,92,25,297,116,206,52,9,-39,73,40,89,149,60,60,88,0.0,1158,20,82.0,205.0,21.432926829268293,0.214,0.093,112.2,116.9,0.25,3.4,5,16,10,73,26
609.4683333333334,47,14,198,62,177,3,6,23,33,19,50,56,6,29,31,1.0,1262,22,76.0,165.0,20.082236842105264,0.144,0.051,108.6,106.7,1.84,14.5,45,135,35,33,7
383.25666666666666,37,13,121,41,90,7,3,-10,12,15,42,57,15,12,14,0.0,783,23,78.0,232.0,26.807363576594344,0.125,0.066,111.9,114.1,1.4,15.9,27,64,21,12,24
948.4233333333332,109,36,454,166,323,34,24,-185,93,43,142,217,75,78,116,2.0,2014,24,80.0,230.0,25.2640625,0.185,0.101,104.4,112.7,1.65,14.5,44,99,71,93,10
1815.6433333333332,211,22,589,250,490,78,39,-367,120,85,391,617,226,74,103,1.0,3723,21,80.0,250.0,27.4609375,0.144,0.096,101.3,110.8,0.96,11.7,15,46,82,120,8
333.3066666666667,34,7,184,67,167,5,8,-10,23,15,25,29,4,22,26,10.0,707,33,69.0,185.0,27.31674018063432,0.245,0.074,107.0,110.4,2.27,15.0,28,83,34,23,2
74.14833333333333,4,4,20,7,26,2,3,-24,4,4,9,12,3,2,6,0.0,154,20,81.0,219.0,23.465477823502514,0.188,0.033,89.8,106.7,1.0,10.8,4,16,4,4,1
1126.02,78,47,410,185,430,23,21,-155,46,78,115,140,25,15,24,11.0,2364,33,72.0,175.0,23.73167438271605,0.195,0.092,107.2,112.5,3.13,32.1,25,67,244,46,3
358.73,49,20,108,41,104,6,7,39,19,13,27,54,27,7,12,0.0,770,27,77.0,250.0,29.64243548659133,0.134,0.043,106.5,102.1,1.15,11.0,19,59,15,19,0
1851.6616666666664,203,36,785,310,495,77,43,-130,205,114,427,644,217,165,227,5.0,3786,25,84.0,240.0,23.91156462585034,0.168,0.123,107.5,111.2,1.05,14.4,0,0,120,205,6
261.8833333333333,26,8,67,24,55,11,2,-7,17,10,32,43,11,12,20,0.0,555,19,81.0,203.0,21.7511050144795,0.116,0.06,108.7,107.4,1.9,20.7,7,27,19,17,0
1888.7866666666664,86,66,1564,580,1177,22,95,189,330,196,248,325,77,316,415,2.0,4003,22,75.0,174.0,21.746133333333333,0.33,0.163,113.6,109.3,1.96,19.8,88,256,384,330,25
1085.42,158,43,432,159,327,26,31,-89,80,57,200,281,81,81,93,7.0,2241,32,80.0,227.0,24.93453125,0.168,0.093,106.9,110.6,1.04,12.1,33,124,59,80,12
10.9,1,0,0,0,2,0,0,-9,0,0,0,0,0,0,0,0.0,26,24,76.0,190.0,23.125,0.065,-0.021,101.4,141.6,0.0,50.0,0,1,2,0,7
1171.7483333333332,181,22,680,288,458,81,20,120,153,98,333,496,163,102,146,13.0,2479,34,84.0,270.0,26.900510204081634,0.214,0.152,109.2,105.5,0.43,6.4,2,9,42,153,7
112.455,13,4,53,18,38,1,2,-7,5,8,23,28,5,9,9,2.0,231,27,80.0,245.0,26.91171875,0.191,0.117,105.2,106.2,0.75,10.7,8,16,6,5,5
1802.6666666666667,224,52,647,255,554,54,29,2,85,75,217,293,76,57,71,1.0,3840,21,81.0,185.0,19.822435604328607,0.149,0.061,108.0,108.4,1.05,10.8,80,252,79,85,12
5.633333333333334,0,0,2,1,1,2,0,-8,0,1,1,2,1,0,0,0.0,13,19,76.0,202.0,24.585526315789473,0.118,0.184,69.9,126.5,0.0,0.0,0,0,0,0,13
1885.871666666667,173,95,632,217,544,30,6,395,82,55,324,354,30,71,90,9.0,3966,31,78.0,235.0,27.154010519395136,0.146,0.077,116.0,104.4,2.25,16.4,127,365,124,82,14
2056.445,286,72,919,363,729,41,56,-404,184,139,285,420,135,130,184,1.0,4361,26,76.0,230.0,27.99342105263158,0.194,0.09,104.3,114.1,1.6,19.0,63,202,222,184,4
133.92,10,1,60,24,58,1,3,-21,9,5,9,13,4,7,14,1.0,289,21,75.0,190.0,23.74577777777778,0.208,0.038,112.9,123.0,1.4,9.1,5,18,7,9,0
3.066666666666667,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.0,5,25,83.0,258.0,26.328059224851213,0.0,0.0,25.8,41.0,0.0,0.0,0,0,0,0,0
230.565,12,7,81,30,73,5,4,-11,12,10,30,36,6,13,18,5.0,509,28,80.0,209.0,22.95734375,0.16,0.064,107.6,109.8,0.9,9.0,8,35,9,12,0
1969.65,212,45,915,410,663,118,39,117,192,109,372,634,262,94,190,5.0,4119,26,85.0,245.0,23.838754325259515,0.182,0.119,113.7,111.3,1.73,18.1,1,1,189,192,14
2524.01,151,66,1285,506,1008,3,38,231,265,124,266,309,43,179,213,3.0,5036,25,73.0,190.0,25.064740101332333,0.215,0.122,112.3,108.1,3.04,23.7,94,252,377,265,3
2137.7233333333334,103,44,1157,406,954,18,91,-519,195,135,193,226,33,188,236,0.0,4563,20,76.0,186.0,22.638157894736842,0.234,0.085,104.0,116.2,1.3,12.9,157,458,176,195,14
120.39,9,3,52,22,41,2,2,-19,5,9,24,26,2,5,7,0.0,265,20,80.0,219.0,24.05578125,0.183,0.096,101.2,106.0,0.33,5.4,3,13,3,5,10
895.2416666666667,93,26,340,123,254,22,5,46,67,36,133,170,37,53,72,2.0,1882,24,81.0,205.0,21.965401615607377,0.152,0.082,111.5,107.2,1.61,15.2,41,108,58,67,23
924.1816666666666,96,15,470,176,350,41,12,31,110,42,206,307,101,78,102,1.0,1930,22,82.0,215.0,22.47843545508626,0.193,0.119,110.5,109.8,0.57,5.2,40,122,24,110,5
1306.6533333333334,142,59,564,198,548,19,48,-206,161,143,145,171,26,126,163,0.0,2785,21,77.0,205.0,24.306797099004893,0.244,0.064,99.9,107.1,1.46,21.5,42,196,209,161,34
304.4766666666667,29,7,142,49,141,1,17,-50,23,15,30,52,22,27,31,0.0,654,21,76.0,190.0,23.125,0.226,0.06,108.5,114.2,1.73,13.3,17,49,26,23,9
55.6,5,2,29,11,24,2,1,0,6,2,7,12,5,4,5,2.0,119,31,78.0,215.0,24.843030900723207,0.206,0.098,109.6,107.8,1.5,9.7,3,8,3,6,0
2419.68,153,82,1432,407,992,36,93,173,375,284,445,500,55,470,536,12.0,5015,32,77.0,220.0,26.085343228200372,0.266,0.153,113.7,109.7,2.35,30.9,148,448,667,375,16
1191.225,162,30,340,144,307,34,19,-59,49,48,164,215,51,29,55,2.0,2440,35,79.0,240.0,27.034129145970198,0.136,0.068,107.6,108.1,2.71,25.6,23,85,130,49,11
176.46833333333333,12,0,50,18,50,7,1,0,2,5,26,32,6,1,2,0.0,374,24,81.0,206.0,22.072549916171315,0.133,0.057,108.5,107.1,1.4,11.1,13,39,7,2,7
359.7733333333333,47,17,161,61,151,8,5,-11,11,33,40,45,5,11,16,0.0,758,21,75.0,193.0,24.12071111111111,0.221,0.073,113.3,114.1,1.91,24.8,28,88,63,11,9
42.88333333333333,5,4,37,14,26,1,1,7,3,2,0,2,2,4,4,2.0,84,24,70.0,175.0,25.107142857142858,0.287,0.179,129.2,124.8,7.0,32.6,5,12,14,3,0
2126.248333333333,272,73,1272,430,1036,177,98,361,283,130,335,454,119,284,345,3.0,4518,22,83.0,242.0,24.69531136594571,0.248,0.096,112.6,105.7,0.66,6.1,128,401,86,283,4
1880.5166666666669,181,99,512,212,361,46,41,163,133,73,409,624,215,86,131,3.0,3941,23,81.0,214.0,22.929736320682824,0.108,0.103,113.4,109.3,1.29,16.0,2,14,94,133,8
1809.56,97,44,904,369,545,75,36,135,235,94,410,602,192,165,233,4.0,3674,24,82.0,243.0,25.405859607376563,0.177,0.16,109.5,105.3,0.98,11.1,1,10,92,235,26
338.185,42,20,130,51,135,5,9,-18,27,20,35,48,13,16,34,2.0,727,23,78.0,195.0,22.53205128205128,0.199,0.048,104.4,106.8,1.65,16.3,12,47,33,27,7
12.316666666666666,2,0,2,1,2,0,0,9,0,0,2,3,1,0,0,1.0,25,24,77.0,210.0,24.899645808736718,0.061,0.058,140.6,105.8,0.0,33.3,0,1,1,0,0
2.8,1,1,0,0,0,0,0,4,0,0,1,1,0,0,0,0.0,7,24,82.0,237.0,24.778554431885784,0.0,0.051,200.0,118.3,0.0,0.0,0,0,0,0,0
1519.045,132,67,468,176,325,32,17,20,83,30,185,276,91,80,96,2.0,3167,28,77.0,205.0,24.306797099004893,0.113,0.077,113.4,111.0,2.0,13.1,36,101,60,83,17
199.85666666666663,12,6,51,19,60,3,8,-42,6,11,19,24,5,5,6,0.0,419,23,76.0,205.0,24.950657894736842,0.154,0.039,101.9,109.8,1.45,17.8,8,27,16,6,0
1397.54,155,33,654,245,398,55,19,22,153,54,200,315,115,144,188,2.0,2914,22,83.0,220.0,22.450283059950646,0.159,0.11,110.1,108.7,0.8,7.5,20,57,43,153,0
20.25,1,1,0,0,3,1,0,15,1,1,3,4,1,0,0,0.0,44,24,85.0,240.0,23.352249134948096,0.083,0.02,88.7,57.8,1.0,20.0,0,2,1,1,0
121.38166666666666,9,4,49,18,46,3,0,16,8,7,14,16,2,7,10,1.0,275,21,77.0,220.0,26.085343228200372,0.188,0.065,106.9,100.8,1.14,12.3,6,21,8,8,34
2220.4533333333334,163,70,1559,576,1217,18,96,453,283,178,351,404,53,241,318,5.0,4563,25,78.0,223.0,25.76742274819198,0.298,0.135,113.1,102.4,1.3,13.1,166,464,231,283,16
239.57166666666663,14,6,103,44,90,5,10,-87,10,8,54,84,30,6,14,2.0,491,23,80.0,216.0,23.72625,0.184,0.121,101.7,118.9,2.13,14.0,9,25,17,10,0
16.033333333333335,2,0,2,0,6,0,1,8,2,1,2,2,0,2,4,3.0,35,26,77.0,185.0,21.935402260077584,0.231,-0.074,112.0,98.4,2.0,18.2,0,2,2,2,0
974.795,73,27,527,196,413,10,16,70,69,36,101,123,22,72,92,2.0,2107,22,76.0,201.0,24.463815789473685,0.205,0.108,114.5,111.4,3.61,21.1,63,160,130,69,3
6.616666666666666,2,0,0,0,3,0,0,-10,0,1,1,1,0,0,0,0.0,16,27,74.0,200.0,25.675675675675677,0.211,-0.286,41.5,91.8,1.0,20.0,0,2,1,0,0
2730.971666666667,174,75,2046,708,1564,49,83,667,342,217,524,609,85,400,469,4.0,5578,24,80.0,210.0,23.0671875,0.313,0.159,115.2,102.5,1.54,14.5,230,651,334,342,6
108.01666666666668,5,5,19,8,26,1,0,-26,3,5,10,18,8,2,2,0.0,230,25,75.0,177.0,22.121066666666668,0.119,0.05,98.5,111.1,2.0,24.4,1,9,10,3,0
1848.965,151,28,772,277,529,27,26,59,167,71,190,231,41,165,198,13.0,3831,35,80.0,235.0,25.81328125,0.16,0.075,112.3,111.6,1.35,12.3,53,168,96,167,7
14.716666666666669,2,1,4,2,3,0,0,-13,0,0,1,3,2,0,0,2.0,31,27,77.0,174.0,20.631135098667567,0.083,0.069,84.9,134.1,0.0,0.0,0,0,0,0,0
1499.8733333333332,107,44,904,298,699,49,30,-219,185,85,163,191,28,217,259,7.0,3082,28,80.0,210.0,23.0671875,0.253,0.112,102.0,109.2,1.31,11.1,91,254,111,185,33
1087.1083333333331,75,29,366,134,324,15,25,-238,50,39,199,274,75,40,54,0.0,2247,21,80.0,242.0,26.5821875,0.152,0.084,100.1,110.8,1.26,11.2,58,165,49,50,29
935.4483333333334,59,31,410,133,347,22,10,21,83,37,128,154,26,89,106,9.0,1965,30,77.0,180.0,21.34255355034576,0.189,0.092,109.7,109.7,2.19,15.9,55,170,81,83,19
555.0433333333333,66,11,90,39,54,22,1,76,33,20,108,169,61,12,29,0.0,1146,23,81.0,250.0,26.787075140984605,0.068,0.074,110.9,103.1,1.05,19.3,0,0,21,33,7
905.1783333333332,67,24,277,98,253,14,6,-53,21,34,96,110,14,15,18,3.0,1922,26,73.0,200.0,26.383936948770877,0.135,0.067,109.0,110.3,2.82,24.6,66,170,96,21,3
1930.8316666666667,88,94,1219,398,829,27,36,245,324,121,234,336,102,396,455,10.0,3886,32,79.0,230.0,25.90770709822144,0.26,0.164,112.5,107.1,2.58,21.4,27,116,312,324,7
588.7316666666667,53,10,265,101,204,14,12,-17,46,31,75,138,63,34,41,0.0,1266,26,83.0,255.0,26.02191900130643,0.172,0.097,107.5,110.1,1.45,15.2,29,89,45,46,11
422.7083333333333,31,7,158,56,124,2,6,16,10,16,51,56,5,5,6,7.0,904,30,78.0,220.0,25.42077580539119,0.146,0.068,106.3,104.5,0.88,8.9,41,88,14,10,68
1122.135,82,23,325,115,285,5,8,186,28,46,119,131,12,17,22,7.0,2315,34,80.0,220.0,24.165625,0.129,0.077,111.0,104.0,3.43,31.7,78,225,158,28,35
1.95,0,0,2,1,1,0,0,-5,0,0,0,0,0,0,0,20.0,5,41,79.0,240.0,27.034129145970198,0.2,0.182,103.1,232.0,0.0,0.0,0,0,0,0,0
205.14166666666668,14,4,61,20,56,3,2,0,7,2,10,14,4,7,13,0.0,429,22,78.0,205.0,23.687541091387246,0.129,0.039,105.8,108.0,4.5,12.3,14,43,9,7,1
20.216666666666665,0,0,2,1,6,0,2,3,1,0,2,3,1,0,0,0.0,38,22,77.0,180.0,21.34255355034576,0.133,0.059,94.8,92.9,0.0,40.0,0,1,4,1,0
2296.405,181,77,2079,666,1334,99,82,368,581,214,650,796,146,654,803,5.0,4640,28,84.0,280.0,27.896825396825395,0.375,0.212,114.6,106.9,1.33,13.0,93,251,284,581,14
1662.6033333333332,164,33,876,339,644,56,38,36,193,60,329,422,93,134,169,4.0,3423,24,81.0,226.0,24.215515927450085,0.202,0.119,112.7,111.5,1.63,11.2,64,176,98,193,27
1291.5283333333334,90,45,349,135,262,22,4,92,46,29,242,329,87,27,49,2.0,2745,26,77.0,210.0,24.899645808736718,0.097,0.102,109.3,105.7,3.76,25.8,52,126,109,46,7
7.741666666666666,1,1,0,0,1,0,0,-3,0,0,2,2,0,0,2,1.0,17,25,85.0,265.0,25.78477508650519,0.1,0.0,82.9,114.2,0.0,33.3,0,0,1,0,0
2240.0583333333334,247,41,1314,510,938,60,41,67,301,179,617,843,226,237,289,9.0,4562,30,83.0,265.0,27.04238641312237,0.238,0.153,109.9,110.3,1.06,13.2,57,158,190,301,8
1184.75,146,31,652,236,460,22,35,35,143,74,180,234,54,130,190,0.0,2457,19,79.0,225.0,25.34449607434706,0.227,0.098,109.6,106.1,0.86,9.3,50,149,64,143,6
2.0166666666666666,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2.0,4,27,80.0,216.0,23.72625,0.0,-0.033,232.6,162.0,0.0,0.0,0,0,0,0,0
2140.86,149,66,1266,466,1113,16,40,383,162,129,206,273,67,144,174,7.0,4384,30,76.0,194.0,23.611842105263158,0.258,0.097,114.1,105.8,1.5,12.9,190,597,194,162,3
5.933333333333334,1,0,0,0,3,0,0,-8,0,0,1,1,0,0,0,0.0,10,23,75.0,200.0,24.995555555555555,0.25,-0.286,45.0,116.3,0.0,0.0,0,1,0,0,0
901.6083333333332,54,57,233,88,200,10,14,37,52,38,72,94,22,30,40,2.0,1976,26,71.0,185.0,25.799444554651856,0.115,0.088,111.7,108.6,4.74,41.4,27,85,180,52,4
1185.2716666666668,78,25,487,186,462,17,20,-77,44,57,184,221,37,36,43,1.0,2548,23,80.0,225.0,24.71484375,0.187,0.072,110.2,113.4,1.04,9.9,79,227,59,44,1
2283.3116666666665,206,60,1405,474,1058,23,57,325,231,187,226,260,34,246,266,2.0,4765,23,76.0,194.0,23.611842105263158,0.252,0.111,111.5,104.5,1.63,18.4,211,580,304,231,6
30.266666666666666,0,1,5,1,11,0,2,2,3,1,6,8,2,2,2,0.0,61,24,78.0,200.0,23.109796186719265,0.191,0.021,97.9,94.9,0.0,0.0,1,6,0,3,0
833.9083333333333,73,71,330,131,294,7,19,143,52,40,75,100,25,36,53,0.0,1756,24,72.0,179.0,24.274112654320987,0.174,0.107,112.3,104.8,3.8,29.9,32,110,152,52,2
1333.7416666666666,97,65,587,224,500,13,34,-272,101,114,134,186,52,83,113,0.0,2846,20,75.0,215.0,26.87022222222222,0.205,0.083,105.7,116.1,1.32,18.4,56,189,150,101,0
1700.3516666666667,88,51,674,281,670,20,49,-299,94,171,323,421,98,56,79,0.0,3538,19,80.0,205.0,22.51796875,0.218,0.114,100.5,109.0,2.02,28.2,56,213,345,94,28
1038.9566666666667,115,45,319,130,256,14,18,70,52,44,109,161,52,31,45,1.0,2170,21,77.0,200.0,23.713948389273064,0.13,0.072,108.7,104.9,1.8,19.8,28,78,79,52,3
1790.99,150,61,807,287,569,13,39,-198,174,114,326,388,62,160,211,4.0,3699,27,77.0,215.0,25.492494518468543,0.184,0.117,107.1,112.4,1.96,22.5,73,213,224,174,25
829.9383333333334,88,26,328,120,300,22,22,-156,77,47,120,141,21,55,77,4.0,1732,25,80.0,207.0,22.73765625,0.196,0.066,102.7,111.7,1.15,12.5,33,130,54,77,10
515.79,53,26,133,42,104,12,10,39,56,23,41,70,29,35,51,3.0,1133,23,76.0,213.0,25.924342105263158,0.115,0.048,105.8,101.8,1.09,14.5,14,47,25,56,14
1599.7166666666667,116,56,666,234,534,29,25,138,88,66,143,185,42,96,108,6.0,3292,28,77.0,200.0,23.713948389273064,0.171,0.083,111.6,107.5,1.74,15.2,102,246,115,88,14
965.04,79,20,288,101,270,23,10,-81,67,57,81,113,32,44,59,0.0,2045,19,76.0,189.0,23.00328947368421,0.152,0.044,106.5,111.0,1.42,18.7,42,137,81,67,3
2207.44,133,108,1225,478,954,29,42,426,153,183,232,301,69,137,180,12.0,4666,32,75.0,205.0,25.620444444444445,0.231,0.126,117.3,108.8,2.5,27.3,132,321,457,153,14
994.1316666666668,115,48,298,115,235,17,19,46,60,68,148,176,28,40,70,2.0,2045,29,78.0,209.0,24.14973701512163,0.144,0.08,111.1,106.1,1.87,27.6,28,87,127,60,1
444.5516666666667,25,14,131,44,106,10,6,-5,21,16,72,100,28,19,34,5.0,895,26,81.0,214.0,22.929736320682824,0.133,0.075,113.5,112.5,1.25,12.7,24,69,20,21,4
2543.863333333333,205,53,1447,512,1246,39,66,-164,333,245,591,716,125,303,401,7.0,5187,27,80.0,250.0,27.4609375,0.279,0.128,106.7,110.0,1.51,18.2,120,390,370,333,10
315.8516666666667,22,8,102,36,95,6,5,-15,15,8,42,46,4,15,19,2.0,652,28,77.0,231.0,27.38961038961039,0.149,0.067,115.4,117.2,4.13,23.1,15,59,33,15,2
280.83166666666665,32,8,81,31,67,4,4,52,11,8,35,72,37,9,9,0.0,585,21,78.0,206.0,23.803090072320842,0.111,0.07,115.7,109.5,1.38,12.2,10,28,11,11,2
2056.81,154,57,749,261,662,33,17,-206,81,70,161,190,29,50,62,8.0,4302,33,78.0,180.0,20.798816568047336,0.156,0.057,107.8,113.3,1.83,14.4,177,482,128,81,1
36.46666666666667,3,0,15,5,15,0,0,-13,1,1,6,7,1,2,2,2.0,77,27,80.0,220.0,24.165625,0.177,0.096,81.6,108.3,2.0,10.5,3,9,2,1,2
303.7283333333333,27,9,78,28,93,1,1,-123,20,17,17,21,4,4,8,2.0,658,24,73.0,195.0,25.724338525051603,0.153,0.023,95.3,111.2,1.88,21.9,18,61,32,20,0
774.6633333333333,67,35,274,110,257,25,23,28,52,49,152,202,50,39,66,6.0,1661,26,78.0,222.0,25.651873767258383,0.178,0.093,108.9,105.8,1.71,20.0,15,66,84,52,26
1578.485,189,62,842,321,600,34,46,13,245,143,452,619,167,185,268,7.0,3257,27,83.0,290.0,29.593554942662216,0.233,0.142,108.3,109.2,1.1,15.5,15,56,157,245,26
30.965,3,0,5,2,3,0,0,-17,0,0,2,4,2,0,0,2.0,65,25,79.0,232.0,26.13299150777119,0.04,0.033,107.0,131.3,0.0,25.0,1,2,1,0,0
1656.325,113,34,696,279,523,40,46,-238,95,60,217,297,80,78,123,1.0,3536,21,77.0,215.0,25.492494518468543,0.158,0.095,107.4,114.9,1.68,13.7,60,168,101,95,4
244.07166666666663,25,4,77,30,69,7,2,6,11,5,30,41,11,8,11,2.0,491,23,80.0,215.0,23.61640625,0.141,0.068,109.2,103.8,2.8,15.1,9,26,14,11,24
62.685,8,1,22,9,14,2,0,-14,7,6,8,11,3,3,8,0.0,136,21,82.0,221.0,23.10574063057704,0.15,0.065,99.1,105.9,0.67,14.3,1,2,4,7,2
2475.4566666666665,267,72,1818,642,1214,83,92,275,426,226,533,727,194,384,467,6.0,5232,26,83.0,248.0,25.307591813035273,0.272,0.159,114.3,110.5,1.19,14.2,150,366,269,426,7
566.4033333333333,51,12,180,69,190,4,7,-69,17,33,37,45,8,15,17,0.0,1159,28,71.0,167.0,23.289228327712756,0.174,0.039,107.1,115.5,1.88,21.3,27,90,62,17,0
956.5483333333332,61,27,335,136,263,14,26,4,48,45,169,231,62,46,61,3.0,2032,26,80.0,229.0,25.15421875,0.144,0.092,107.4,106.8,0.91,10.9,17,55,41,48,16
449.70166666666665,36,13,171,70,171,9,10,-53,9,14,38,55,17,9,13,2.0,921,26,77.0,230.0,27.271040647664023,0.18,0.06,102.8,109.2,1.5,9.9,22,75,21,9,11
2391.725,148,58,1278,471,1011,14,63,75,188,92,377,457,80,177,234,2.0,5043,22,78.0,220.0,25.42077580539119,0.21,0.102,111.4,110.3,1.72,11.6,159,399,158,188,7
349.3533333333333,29,13,95,34,111,1,6,-208,5,17,29,45,16,6,11,1.0,732,26,76.0,200.0,24.342105263157894,0.161,0.025,97.0,125.4,1.12,12.5,21,72,19,5,3
763.7166666666667,100,31,365,128,286,19,13,-70,106,58,123,177,54,69,89,8.0,1623,31,83.0,240.0,24.49121788358252,0.207,0.105,107.8,113.2,1.91,22.6,40,119,111,106,38
1999.18,189,77,1137,410,932,31,43,-26,160,67,223,302,79,126,189,6.0,4235,26,78.0,203.0,23.456443129520054,0.223,0.086,111.1,111.6,1.25,7.2,191,553,84,160,6
947.69,37,26,431,149,370,7,16,-182,93,48,97,111,14,60,71,10.0,1951,32,72.0,184.0,24.95216049382716,0.202,0.098,104.1,113.0,2.73,22.7,73,199,131,93,36
1072.3183333333334,81,44,363,146,317,10,18,25,74,46,145,220,75,30,55,3.0,2211,27,78.0,210.0,24.265285996055226,0.153,0.101,102.2,100.4,2.35,21.7,41,121,108,74,33
544.6133333333333,70,25,132,45,139,9,0,-118,24,21,56,69,13,13,17,9.0,1171,32,76.0,195.0,23.73355263157895,0.128,0.032,99.8,108.7,1.62,16.8,29,80,34,24,5
2328.77,139,83,1018,361,829,26,22,-229,155,97,220,261,41,137,154,8.0,4816,29,77.0,204.0,24.188227357058526,0.185,0.08,108.6,112.9,1.49,12.8,159,408,145,155,5
696.2466666666667,69,28,267,96,272,12,23,-287,46,46,57,81,24,41,51,0.0,1444,20,76.0,185.0,22.51644736842105,0.207,0.052,100.1,118.1,1.65,18.2,34,100,76,46,18
987.195,85,29,284,110,267,24,19,-60,24,42,128,172,44,16,19,0.0,2075,21,79.0,203.0,22.866367569299793,0.132,0.051,111.2,114.3,0.74,8.9,48,136,31,24,3
2047.4066666666668,113,48,1643,578,1115,52,38,269,325,191,378,407,29,372,409,13.0,4311,33,82.0,240.0,25.09220701963117,0.31,0.18,114.6,107.6,1.84,19.1,115,300,351,325,27
2188.4566666666665,185,55,892,345,760,26,23,168,58,91,222,254,32,42,52,3.0,4570,23,79.0,198.0,22.303156545425413,0.169,0.072,115.5,111.9,2.23,18.9,160,411,203,58,7
222.49,19,4,93,31,85,2,4,-70,15,7,30,44,14,16,22,3.0,478,22,79.0,215.0,24.218074026598302,0.187,0.067,100.6,115.4,1.43,8.8,15,54,10,15,4
1664.865,101,26,1007,327,761,18,17,95,173,98,449,536,87,166,198,13.0,3487,33,80.0,251.0,27.57078125,0.239,0.152,108.4,107.7,1.63,14.5,187,477,160,173,8
166.01333333333332,11,3,39,15,46,0,1,-35,10,7,9,11,2,3,4,0.0,346,29,73.0,185.0,24.40514167761306,0.143,0.046,107.0,118.9,4.29,35.3,6,26,30,10,3
1907.1533333333332,156,69,949,335,808,22,40,-281,174,192,224,267,43,124,193,2.0,4048,22,76.0,203.0,24.707236842105264,0.239,0.096,106.1,113.4,1.96,25.8,155,413,376,174,20
1732.3433333333332,215,50,491,208,364,52,36,168,103,67,388,596,208,75,125,6.0,3574,26,81.0,222.0,23.78692272519433,0.12,0.102,112.5,105.7,2.46,25.2,0,1,165,103,0
