MIN,PF,STL,PTS,FGM,FGA,BLK,BLKA,PLUS_MINUS,PFD,TOV,DREB,REB,OREB,FTM,FTA,EXP,POSS,AGE,HEIGHT,WEIGHT,BMI,USG_PCT,PIE,E_OFF_RATING,E_DEF_RATING,AST_TO,AST_RATIO,FG3M,FG3A,AST,PFD,Games Missed
2020.38,209,65,697,253,579,29,36,-51,136,123,413,487,74,122,165,2.0,4192,22,81.0,210.0,22.50114311842707,0.165,0.084,112.4,113.0,1.72,21.4,69,232,211,136,5
1985.945,145,50,830,270,650,10,45,125,188,112,144,165,21,216,252,9.0,4215,29,73.0,172.0,22.690185775942954,0.183,0.077,113.5,111.1,2.66,25.6,74,225,298,188,16
1389.8433333333332,122,75,474,186,452,25,37,-70,81,82,140,167,27,78,106,5.0,2960,25,74.0,205.0,26.31756756756757,0.175,0.09,103.4,105.3,3.18,30.9,24,111,261,81,28
6.498333333333333,0,0,0,0,2,0,1,5,1,0,0,0,0,0,0,3.0,14,29,76.0,240.0,29.210526315789473,0.133,-0.045,150.1,122.0,0.0,0.0,0,1,0,1,0
11.6,1,0,4,2,5,0,1,10,0,0,0,1,1,0,0,0.0,25,23,77.0,180.0,21.34255355034576,0.156,0.011,123.3,83.0,0.0,0.0,0,0,0,0,0
893.4083333333333,86,29,319,115,230,37,19,122,66,25,93,153,60,62,84,6.0,1886,26,78.0,210.0,24.265285996055226,0.138,0.077,112.8,105.4,1.36,10.5,27,80,34,66,7
337.865,18,7,152,61,159,5,13,-29,13,22,32,40,8,11,12,13.0,729,34,75.0,200.0,24.995555555555555,0.22,0.076,104.9,107.6,2.09,19.8,19,63,46,13,8
2319.3283333333334,177,54,1017,350,758,76,34,488,204,95,241,293,52,168,192,5.0,4807,28,76.0,190.0,23.125,0.174,0.1,117.8,106.7,3.38,25.6,149,391,321,204,0
1841.4533333333331,150,56,1247,450,939,22,73,356,149,126,248,291,43,181,205,2.0,3962,25,77.0,215.0,25.492494518468543,0.252,0.131,115.7,106.3,2.02,18.2,166,407,254,149,24
1835.4133333333332,159,51,1471,527,1067,18,43,247,286,145,194,240,46,306,358,7.0,3797,26,77.0,206.0,24.425366840951256,0.311,0.147,117.6,111.9,2.02,17.8,111,316,293,286,29
1178.0783333333334,57,43,703,261,595,17,18,-295,68,57,140,148,8,78,100,2.0,2546,22,77.0,200.0,23.713948389273064,0.24,0.108,105.9,118.4,2.39,16.5,103,266,136,68,44
53.1,9,5,3,1,10,0,2,-3,1,3,4,10,6,0,0,2.0,110,23,74.0,185.0,23.75,0.102,0.012,102.8,105.2,2.67,38.1,1,4,8,1,0
1338.445,79,45,539,161,431,16,12,-159,109,53,103,122,19,98,131,4.0,2857,28,73.0,195.0,25.724338525051603,0.165,0.083,106.7,114.1,3.7,26.6,119,338,196,109,6
426.21,75,9,199,77,151,19,16,-124,48,25,100,134,34,33,49,9.0,897,33,82.0,245.0,25.614961332540155,0.195,0.104,100.1,109.4,1.04,11.7,12,39,26,48,19
2214.2633333333333,240,65,1047,392,991,16,38,205,132,104,199,244,45,120,154,5.0,4690,27,78.0,225.0,25.99852071005917,0.214,0.06,111.3,107.3,1.82,14.1,143,439,189,132,6
2735.555,279,65,1510,577,938,39,64,212,373,230,722,973,251,325,438,6.0,5720,27,85.0,240.0,23.352249134948096,0.213,0.161,118.8,115.5,2.49,29.6,31,83,573,373,3
407.565,56,10,110,46,86,19,8,-108,23,15,56,102,46,18,25,0.0,887,20,81.0,215.0,23.03688462124676,0.107,0.064,104.7,117.2,1.6,17.8,0,4,24,23,0
2432.38,168,99,1922,679,1402,27,56,338,279,180,226,289,63,319,368,5.0,4932,26,73.0,215.0,28.36273221992869,0.31,0.149,114.9,108.7,1.67,14.9,245,635,301,279,15
4.25,0,0,4,2,5,0,0,6,0,0,2,2,0,0,0,0.0,10,21,78.0,190.0,21.9543063773833,0.385,0.162,150.0,64.4,0.0,0.0,0,2,0,0,0
1894.38,133,97,678,235,540,10,16,124,113,112,245,325,80,58,71,4.0,4115,26,76.0,203.0,24.707236842105264,0.146,0.092,113.5,110.1,2.25,27.0,150,378,252,113,10
2008.825,144,55,551,196,501,36,20,-8,56,62,202,316,114,45,59,6.0,4057,30,79.0,220.0,24.78128505047268,0.129,0.056,112.9,112.6,1.61,14.5,114,338,100,56,16
1314.2016666666666,118,13,654,239,523,6,23,-237,53,58,115,138,23,53,70,8.0,2876,31,78.0,225.0,25.99852071005917,0.186,0.071,107.7,118.0,1.57,13.0,123,298,91,53,16
2297.635,229,74,617,250,474,61,20,346,148,204,459,525,66,77,108,10.0,4979,33,78.0,230.0,26.576265614727152,0.129,0.1,115.8,108.9,2.45,40.8,40,131,500,148,8
1583.6766666666667,169,40,518,214,334,102,9,-131,130,67,286,418,132,83,125,4.0,3312,26,82.0,245.0,25.614961332540155,0.122,0.098,113.0,116.1,1.54,18.4,7,18,103,130,4
158.42666666666668,23,10,44,18,45,4,3,-28,3,3,22,24,2,3,3,0.0,332,25,75.0,203.0,25.37048888888889,0.133,0.076,101.1,109.6,7.33,31.0,5,19,22,3,0
393.82666666666665,23,6,244,94,256,4,16,-6,27,34,34,36,2,16,24,1.0,837,23,74.0,197.0,25.29054054054054,0.298,0.08,105.4,108.8,1.85,17.4,40,111,63,27,16
690.46,77,14,268,88,237,0,5,-56,33,28,61,69,8,29,32,4.0,1428,29,79.0,215.0,24.218074026598302,0.172,0.049,109.6,112.8,1.64,14.3,63,192,46,33,31
1457.935,209,48,506,197,269,26,17,166,189,65,165,314,149,112,168,8.0,2961,31,82.0,240.0,25.09220701963117,0.123,0.078,118.7,113.1,1.06,14.4,0,5,69,189,2
10.383333333333333,0,1,5,2,3,0,0,-1,0,1,0,0,0,0,0,2.0,18,26,79.0,196.0,22.077872135875662,0.182,0.161,90.0,107.4,1.0,20.0,1,2,1,0,62
1042.125,99,43,227,87,208,11,10,-7,41,57,152,188,36,26,40,0.0,2233,20,79.0,199.0,22.41579875020029,0.113,0.068,108.2,106.8,2.35,32.2,27,86,134,41,15
491.81666666666666,53,11,206,69,160,8,3,-37,28,10,43,53,10,13,15,6.0,1031,30,82.0,225.0,23.523944080904222,0.155,0.069,111.4,114.0,2.1,10.7,55,141,21,28,27
736.1566666666666,83,31,378,124,269,10,25,25,89,50,66,79,13,99,108,4.0,1579,27,76.0,196.0,23.855263157894736,0.209,0.088,112.5,109.7,1.36,15.7,31,87,68,89,7
1965.5083333333332,78,43,856,291,653,25,31,-210,132,104,118,134,16,142,173,14.0,4198,34,75.0,215.0,26.87022222222222,0.171,0.078,109.6,115.9,1.76,18.2,132,356,183,132,10
645.3233333333334,91,28,278,101,228,3,22,-41,72,34,68,111,43,51,75,1.0,1328,26,78.0,235.0,27.154010519395136,0.192,0.06,109.9,113.2,0.82,8.7,25,89,28,72,3
458.6933333333333,46,16,165,56,166,3,4,-54,18,22,45,49,4,18,21,10.0,956,30,78.0,205.0,23.687541091387246,0.179,0.046,107.8,113.5,1.64,15.4,35,114,36,18,3
2715.2616666666668,218,60,1277,525,947,119,63,339,249,146,524,711,187,205,304,1.0,5481,22,83.0,215.0,21.940049354042678,0.199,0.124,114.7,107.8,1.53,15.4,22,102,224,249,3
52.16166666666667,3,6,10,3,13,0,1,11,2,3,2,2,0,1,2,2.0,108,32,70.0,195.0,27.976530612244897,0.144,0.068,102.4,93.3,3.0,34.6,3,11,9,2,1
5.05,0,0,0,0,3,0,0,-2,0,0,1,2,1,0,0,3.0,9,25,75.0,205.0,25.620444444444445,0.25,-0.026,96.6,139.6,0.0,25.0,0,1,1,0,0
234.86333333333332,22,6,89,31,63,4,3,-4,11,9,45,52,7,14,16,7.0,502,30,84.0,240.0,23.91156462585034,0.146,0.107,112.0,114.1,3.56,28.6,13,33,32,11,2
607.5916666666667,65,16,135,48,132,7,7,35,32,29,55,62,7,22,33,5.0,1273,24,76.0,200.0,24.342105263157894,0.125,0.033,114.3,108.8,2.0,24.9,17,67,58,32,11
2608.7266666666665,183,77,1485,542,1118,17,84,50,286,167,259,329,70,271,322,1.0,5491,21,82.0,220.0,23.001189767995243,0.23,0.11,109.9,109.4,1.69,16.6,130,360,283,286,1
2534.9866666666667,193,123,1335,437,1112,38,58,195,221,140,250,280,30,254,283,6.0,5199,29,72.0,197.0,26.71508487654321,0.225,0.113,114.0,111.7,3.54,26.7,207,606,495,221,12
353.49,18,10,140,48,111,3,8,2,27,24,36,42,6,26,36,5.0,755,25,79.0,202.0,22.753725364524914,0.176,0.073,105.8,104.5,0.92,12.7,18,46,22,27,7
1758.6766666666667,154,62,641,228,567,5,19,-28,96,92,118,145,27,68,78,3.0,3595,27,74.0,200.0,25.675675675675677,0.17,0.058,111.0,110.9,1.82,19.5,117,350,167,96,14
55.83166666666666,5,2,24,8,21,0,2,24,4,0,6,6,0,2,2,1.0,119,29,75.0,190.0,23.74577777777778,0.173,0.073,128.2,108.6,0.0,18.5,6,18,5,4,0
161.82333333333332,15,9,50,18,45,2,2,-17,2,4,12,17,5,3,4,12.0,363,37,78.0,195.0,22.53205128205128,0.123,0.061,102.1,105.2,3.25,20.3,11,26,13,2,2
686.2583333333333,62,24,257,73,201,5,2,-87,51,19,62,73,11,48,53,3.0,1461,26,78.0,215.0,24.843030900723207,0.139,0.064,102.6,108.6,1.37,9.8,63,180,26,51,5
1184.3516666666667,93,45,397,138,307,12,14,-84,37,28,77,98,21,27,30,8.0,2472,28,76.0,210.0,25.55921052631579,0.125,0.058,111.9,115.1,2.11,14.5,94,218,59,37,32
367.605,43,22,101,41,69,5,1,39,8,16,45,69,24,6,7,6.0,763,30,74.0,195.0,25.033783783783782,0.101,0.076,123.3,117.6,1.88,25.4,13,26,30,8,59
2117.9933333333333,102,104,1148,405,935,14,32,-52,134,55,143,173,30,172,205,4.0,4425,24,77.0,209.0,24.78107606679035,0.209,0.091,110.8,112.5,1.93,9.0,166,450,106,134,16
833.31,55,26,232,78,166,6,8,41,56,34,70,85,15,42,55,14.0,1779,37,76.0,188.0,22.88157894736842,0.11,0.079,110.0,108.5,3.24,33.1,34,95,110,56,4
1511.8483333333334,145,31,637,222,502,14,13,75,50,54,166,185,19,39,45,6.0,3180,30,79.0,230.0,25.90770709822144,0.162,0.072,112.7,110.2,1.43,11.9,154,384,77,50,3
2023.615,197,52,1959,707,1278,51,82,341,570,246,605,742,137,498,772,9.0,4380,28,84.0,243.0,24.210459183673468,0.373,0.204,115.9,109.0,1.46,16.2,47,171,359,570,19
456.8016666666667,64,16,167,69,125,26,11,26,45,22,76,137,61,23,42,3.0,950,23,83.0,250.0,25.51168529539846,0.147,0.105,107.3,107.0,1.77,19.0,6,26,39,45,2
870.015,65,13,365,141,335,4,15,5,43,63,65,81,16,31,45,14.0,1878,37,76.0,190.0,23.125,0.198,0.073,111.2,112.1,2.4,26.5,52,145,151,43,19
1576.9016666666666,70,42,733,276,581,12,19,-108,143,99,182,215,33,129,159,12.0,3386,33,79.0,225.0,25.34449607434706,0.196,0.101,107.6,110.6,2.08,21.7,52,160,206,143,32
358.11333333333334,57,4,121,45,117,14,5,-152,23,32,80,107,27,10,13,9.0,765,33,82.0,248.0,25.928613920285546,0.177,0.076,99.0,120.1,1.66,25.5,21,75,53,23,0
2044.7616666666668,192,41,641,216,476,31,22,206,127,82,276,363,87,94,122,3.0,4227,24,78.0,236.0,27.269559500328732,0.128,0.069,114.1,109.1,1.6,17.7,115,291,131,127,0
1972.1366666666668,117,62,750,245,557,14,22,227,121,72,176,237,61,114,126,4.0,4224,27,76.0,198.0,24.098684210526315,0.143,0.078,113.8,108.8,2.26,19.4,146,366,163,121,9
93.09166666666668,13,4,28,11,28,5,4,-5,7,6,17,19,2,5,12,1.0,204,21,79.0,206.0,23.20429418362442,0.17,0.047,89.8,94.7,0.5,7.1,1,7,3,7,1
995.865,124,53,522,215,375,16,19,-16,117,71,137,194,57,87,148,4.0,2137,24,77.0,202.0,23.951087873165797,0.21,0.1,109.5,109.8,0.77,9.7,5,21,55,117,18
2662.0383333333334,103,57,1230,374,791,10,31,255,290,86,279,366,87,350,413,10.0,5634,31,80.0,225.0,24.71484375,0.168,0.088,119.3,114.5,1.49,10.8,132,353,128,290,0
969.4,82,36,236,93,216,17,10,-103,30,45,131,188,57,13,28,2.0,1985,26,77.0,220.0,26.085343228200372,0.121,0.058,105.2,108.0,0.96,13.6,37,109,43,30,0
1950.53,208,103,649,235,501,42,34,150,142,88,172,269,97,123,161,1.0,4031,24,79.0,206.0,23.20429418362442,0.144,0.068,114.4,110.7,1.84,19.7,56,167,162,142,16
2344.105,166,80,1209,419,936,14,31,318,175,100,279,337,58,203,248,2.0,4799,24,74.0,190.0,24.39189189189189,0.203,0.118,113.1,106.5,2.79,19.8,168,454,279,175,1
1652.5666666666666,158,56,490,175,354,30,16,126,79,42,135,187,52,78,103,2.0,3359,22,77.0,225.0,26.678191937932198,0.117,0.06,114.8,108.4,2.07,16.5,62,171,87,79,6
1628.2166666666667,213,53,406,175,327,64,17,151,70,66,327,536,209,48,71,4.0,3401,25,84.0,250.0,24.907879818594104,0.107,0.087,114.4,110.0,1.55,19.5,8,37,102,70,0
1042.2933333333333,154,31,455,179,318,93,30,-124,117,51,169,282,113,95,146,1.0,2267,21,81.0,205.0,21.965401615607377,0.165,0.093,108.5,114.0,1.0,10.5,2,14,51,117,2
1395.3466666666666,105,48,691,224,508,8,11,213,102,39,148,175,27,82,100,2.0,3033,23,75.0,165.0,20.621333333333332,0.17,0.093,117.0,113.0,2.26,13.1,161,394,88,102,2
1198.736666666667,103,28,346,120,288,28,7,-202,35,30,115,143,28,32,39,1.0,2481,24,78.0,232.0,26.807363576594344,0.117,0.053,107.1,114.8,1.37,11.0,74,203,41,35,30
84.24,8,4,31,12,28,3,2,31,3,1,16,20,4,4,4,0.0,170,23,80.0,238.0,26.1428125,0.166,0.111,108.1,87.3,3.0,8.8,3,8,3,3,0
473.6283333333333,53,18,172,67,155,7,7,-110,37,31,87,108,21,20,41,3.0,1025,25,80.0,230.0,25.2640625,0.173,0.07,101.9,114.4,1.23,15.8,18,60,38,37,8
1414.0583333333334,133,20,567,195,441,34,20,-226,120,68,288,403,115,110,149,2.0,2988,22,80.0,250.0,27.4609375,0.17,0.091,107.8,116.3,1.03,10.8,67,205,70,120,31
61.4,4,1,9,3,19,0,1,-7,1,2,10,12,2,2,2,1.0,136,21,81.0,219.0,23.465477823502514,0.143,0.012,99.3,107.1,2.0,15.4,1,10,4,1,0
397.90833333333336,33,8,108,52,131,7,6,-36,11,44,49,54,5,2,4,12.0,843,34,72.0,175.0,23.73167438271605,0.187,0.072,104.0,108.5,2.27,36.1,2,12,100,11,11
915.1266666666668,117,38,251,84,227,22,8,92,32,22,94,139,45,26,31,1.0,1922,28,77.0,250.0,29.64243548659133,0.117,0.051,112.8,106.8,2.41,16.8,57,173,53,32,0
2169.41,219,29,818,326,514,98,46,-33,215,117,520,756,236,166,238,6.0,4443,26,84.0,240.0,23.91156462585034,0.149,0.109,112.3,112.5,0.66,9.4,0,2,77,215,6
65.70666666666666,5,2,19,8,19,2,1,-6,2,4,7,9,2,1,2,0.0,140,20,73.0,195.0,25.724338525051603,0.157,0.069,107.0,110.8,2.75,31.4,2,7,11,2,0
968.775,66,22,262,95,238,23,13,-163,37,44,116,152,36,33,47,1.0,2064,20,81.0,203.0,21.7511050144795,0.13,0.051,103.6,110.4,0.82,10.6,39,123,36,37,0
1948.3483333333331,100,66,1596,566,1214,16,84,302,380,206,296,357,61,372,497,3.0,4160,23,74.0,174.0,22.33783783783784,0.338,0.175,113.2,107.0,2.39,23.2,92,300,493,380,20
796.7,105,25,366,136,252,23,14,-156,55,52,133,205,72,52,67,8.0,1741,33,81.0,227.0,24.322664228014023,0.169,0.097,108.7,115.9,0.98,13.3,42,111,51,55,14
354.54,54,4,186,80,125,26,8,-57,39,36,77,107,30,24,41,14.0,754,35,84.0,270.0,26.900510204081634,0.214,0.105,106.3,112.3,0.31,5.8,2,5,11,39,8
2450.5466666666666,227,43,1010,364,892,74,35,-555,156,104,447,569,122,162,206,0.0,5133,20,83.0,220.0,22.450283059950646,0.183,0.077,107.2,119.5,0.97,8.5,120,391,101,156,3
619.1633333333333,69,10,216,83,198,13,13,-115,39,29,83,131,48,34,45,0.0,1331,20,79.0,200.0,22.528440954975164,0.164,0.06,104.9,114.8,1.17,12.1,16,56,34,39,0
66.03333333333333,9,3,21,8,19,2,2,-17,2,2,11,17,6,2,3,0.0,135,25,79.0,225.0,25.34449607434706,0.133,0.087,96.3,107.8,2.0,15.4,3,9,4,2,0
40.78333333333333,3,3,3,1,3,0,0,-13,0,2,4,4,0,0,0,0.0,87,24,69.0,160.0,23.625288804872927,0.052,0.056,102.4,110.9,3.5,58.3,1,3,7,0,0
708.39,64,17,420,146,333,7,30,-32,61,46,78,89,11,65,79,0.0,1502,20,75.0,198.0,24.7456,0.248,0.09,112.9,115.9,1.41,13.6,63,156,65,61,1
2304.3166666666666,242,61,1204,409,983,17,87,-642,318,237,215,288,73,266,356,0.0,4818,21,76.0,195.0,23.73355263157895,0.251,0.081,105.6,119.0,1.63,21.9,120,350,387,318,8
2416.488333333333,272,74,953,370,716,76,29,70,125,112,215,307,92,106,144,2.0,5080,22,81.0,185.0,19.822435604328607,0.156,0.069,112.3,110.2,1.32,14.3,107,269,148,125,2
89.26666666666667,15,7,42,17,35,3,3,-3,4,3,8,14,6,6,8,1.0,194,20,76.0,202.0,24.585526315789473,0.188,0.085,111.8,108.7,2.67,16.0,2,5,8,4,11
339.7083333333333,27,12,124,45,94,6,2,0,9,7,52,69,17,10,12,10.0,743,32,78.0,235.0,27.154010519395136,0.125,0.096,112.2,109.7,3.86,20.3,24,55,27,9,62
677.4883333333333,106,21,283,110,229,7,25,-94,67,47,77,118,41,50,69,2.0,1432,27,77.0,230.0,27.271040647664023,0.178,0.076,105.8,114.9,1.79,21.5,13,46,84,67,50
414.2866666666667,49,12,105,37,95,4,4,-78,9,18,44,63,19,7,9,0.0,879,21,79.0,235.0,26.470918122095817,0.117,0.04,107.4,114.1,1.17,15.2,24,71,21,9,19
1906.125,195,66,897,389,618,86,34,-146,192,125,417,653,236,119,201,6.0,3983,27,85.0,245.0,23.838754325259515,0.18,0.13,110.4,114.9,1.58,19.2,0,1,197,192,9
2378.6716666666666,152,61,1633,587,1195,15,51,152,389,142,201,241,40,325,392,4.0,4860,26,74.0,190.0,24.39189189189189,0.266,0.138,117.5,115.1,2.96,22.0,134,322,421,389,14
1670.145,182,44,612,258,398,59,35,-279,125,92,366,595,229,96,157,0.0,3493,19,83.0,250.0,25.51168529539846,0.139,0.116,107.1,115.4,0.82,11.8,0,2,75,125,15
2602.155,131,59,1683,566,1359,18,105,-447,312,200,241,284,43,364,463,1.0,5469,21,76.0,186.0,22.638157894736842,0.274,0.096,109.2,119.1,1.41,13.9,187,554,281,312,5
1041.6016666666667,113,38,395,158,322,34,24,-10,56,41,231,282,51,49,78,1.0,2234,21,80.0,219.0,24.05578125,0.156,0.099,111.5,111.0,2.02,17.3,30,104,83,56,8
1912.8533333333328,209,83,755,281,617,34,39,-149,126,93,283,346,63,116,138,3.0,4079,25,81.0,205.0,21.965401615607377,0.165,0.08,110.3,113.0,1.4,14.5,77,232,130,126,4
1278.825,153,21,642,242,508,60,39,-95,144,72,265,394,129,104,137,2.0,2763,23,81.0,215.0,23.03688462124676,0.201,0.099,109.6,115.8,0.92,9.4,54,191,66,144,4
1245.865,120,67,524,186,444,27,29,-40,130,94,106,161,55,86,119,1.0,2638,22,77.0,205.0,24.306797099004893,0.196,0.077,108.0,109.8,1.65,20.9,66,202,155,130,28
2275.5916666666667,191,103,1056,414,794,35,52,-53,163,123,253,337,84,155,191,0.0,4903,22,77.0,211.0,25.018215550683085,0.18,0.102,111.2,111.9,2.02,19.9,73,205,248,163,7
240.04666666666665,21,11,98,37,66,1,2,22,15,6,37,52,15,17,22,0.0,511,24,78.0,191.0,22.069855358316897,0.139,0.114,109.1,102.2,2.0,12.9,7,20,12,15,0
2133.385,103,66,1298,473,1041,16,35,300,179,145,209,257,48,180,216,5.0,4413,26,76.0,215.0,26.167763157894736,0.256,0.121,118.3,111.6,2.76,23.9,172,432,400,179,16
70.53833333333333,6,4,15,6,14,2,1,-17,1,4,5,6,1,1,2,0.0,138,24,74.0,180.0,23.10810810810811,0.12,0.039,106.2,120.2,1.0,17.4,2,6,4,1,0
515.4666666666667,49,14,191,69,193,5,13,-97,28,32,64,72,8,20,30,1.0,1095,22,76.0,190.0,23.125,0.192,0.05,101.4,109.9,1.28,14.6,33,109,41,28,2
2135.005,112,71,1216,371,842,31,52,277,267,195,314,354,40,313,361,13.0,4282,33,77.0,220.0,26.085343228200372,0.247,0.159,118.0,111.2,3.17,34.4,161,418,618,267,24
162.35833333333332,32,7,51,22,49,6,3,-7,6,8,26,30,4,4,8,13.0,352,36,79.0,240.0,27.034129145970198,0.152,0.055,103.0,106.6,1.88,19.7,3,15,15,6,3
867.1866666666666,108,7,450,189,339,27,23,-327,77,51,194,267,73,68,97,1.0,1825,22,84.0,240.0,23.91156462585034,0.212,0.104,104.7,120.9,0.59,6.5,4,20,30,77,11
76.52833333333334,5,5,37,15,32,0,4,-1,3,5,3,4,1,0,0,1.0,161,22,75.0,193.0,24.12071111111111,0.208,0.085,104.9,106.4,1.6,17.8,7,14,8,3,0
197.87,23,4,45,17,44,1,5,21,6,3,26,37,11,6,6,0.0,409,23,78.0,210.0,24.265285996055226,0.106,0.041,113.8,113.0,1.33,7.4,5,20,4,6,0
1787.503333333333,227,65,1173,416,822,189,66,366,243,107,318,426,108,241,306,4.0,3842,23,82.0,242.0,25.301308744794763,0.243,0.125,115.8,105.3,0.56,5.3,100,282,60,243,19
1879.7416666666663,190,83,619,247,451,21,30,-101,140,97,412,582,170,96,139,4.0,3946,24,80.0,214.0,23.5065625,0.136,0.105,114.1,115.9,1.9,23.1,29,90,184,140,2
38.95,3,0,22,8,14,2,0,15,1,2,5,6,1,2,2,3.0,81,27,77.0,250.0,29.64243548659133,0.172,0.134,107.8,96.1,1.5,15.0,4,9,3,1,0
2220.1116666666667,153,54,969,403,626,84,44,345,224,93,445,666,221,162,221,5.0,4469,25,81.0,243.0,26.037037037037038,0.162,0.134,115.9,107.8,1.22,12.1,1,10,113,224,14
136.875,14,6,44,17,43,2,4,-19,15,7,28,38,10,9,13,3.0,295,24,78.0,195.0,22.53205128205128,0.164,0.068,109.1,115.7,0.86,9.7,1,12,6,15,2
123.76833333333332,7,2,41,18,41,0,0,-11,2,10,20,22,2,0,2,0.0,261,23,75.0,181.0,22.620977777777778,0.166,0.094,107.6,113.4,2.7,34.2,5,18,27,2,0
480.25666666666666,52,24,165,61,108,21,8,48,38,20,61,88,27,30,45,3.0,1018,29,77.0,205.0,24.306797099004893,0.128,0.082,112.4,105.1,1.15,13.5,13,35,23,38,46
610.0566666666666,67,20,233,86,156,19,8,-70,59,31,93,132,39,58,83,3.0,1300,23,84.0,220.0,21.918934240362812,0.149,0.09,104.4,108.9,1.1,13.2,3,29,34,59,2
94.93333333333334,15,3,51,15,25,4,0,-7,11,5,15,21,6,15,16,1.0,212,25,85.0,240.0,23.352249134948096,0.155,0.116,117.2,118.4,2.0,21.3,6,12,10,11,0
30.116666666666667,2,2,13,5,7,0,2,-16,1,3,6,6,0,1,2,2.0,65,22,77.0,220.0,26.085343228200372,0.151,0.104,96.7,130.0,0.33,8.3,2,2,1,1,0
2404.918333333333,172,75,1784,679,1383,26,77,256,272,197,381,459,78,263,344,6.0,5030,26,78.0,223.0,25.76742274819198,0.307,0.132,115.2,109.9,1.18,11.9,163,487,232,272,14
1251.695,101,42,704,280,625,5,38,-8,81,65,134,170,36,77,99,3.0,2736,23,76.0,201.0,24.463815789473685,0.238,0.095,110.8,111.3,2.03,15.3,67,232,132,81,16
914.1583333333332,111,28,288,102,234,12,17,-90,93,37,197,241,44,38,54,0.0,1946,21,81.0,240.0,25.715592135345222,0.133,0.08,110.3,115.3,2.05,20.5,46,113,76,93,3
2732.1966666666667,160,78,2225,727,1559,51,58,470,401,213,571,649,78,531,622,5.0,5674,25,80.0,210.0,23.0671875,0.319,0.167,118.2,109.5,1.61,14.5,240,686,342,401,8
258.70166666666665,13,9,61,25,57,3,3,-9,8,5,17,23,6,6,9,1.0,520,26,75.0,177.0,22.121066666666668,0.106,0.067,111.3,112.7,6.2,32.3,5,16,31,8,0
1091.1166666666666,99,18,437,160,328,17,17,-193,95,46,106,144,38,87,117,14.0,2253,36,80.0,235.0,25.81328125,0.167,0.071,106.6,114.5,1.5,13.9,30,104,69,95,22
2245.525,152,51,1290,434,913,53,54,-35,278,116,230,283,53,278,342,8.0,4643,29,80.0,210.0,23.0671875,0.227,0.099,114.9,115.6,1.29,11.3,144,359,150,278,18
813.7083333333334,71,24,292,110,248,11,13,-10,36,19,109,180,71,35,42,1.0,1760,22,80.0,240.0,26.3625,0.143,0.076,113.4,112.9,2.26,13.0,37,111,43,36,23
1457.7,138,43,614,250,552,23,48,-235,100,97,200,295,95,81,116,0.0,3101,20,80.0,230.0,25.2640625,0.195,0.074,108.5,116.7,1.46,16.9,33,134,142,100,26
812.4033333333333,96,15,178,83,107,28,6,-113,32,27,143,242,99,12,16,1.0,1646,24,82.0,250.0,26.137715645449138,0.074,0.086,107.9,114.4,0.93,15.2,0,1,25,32,0
1811.7516666666668,158,66,651,239,565,29,16,63,49,78,167,202,35,31,38,4.0,3872,27,73.0,200.0,26.383936948770877,0.149,0.073,110.4,107.2,2.53,23.1,142,337,197,49,1
2138.015,80,117,1466,479,888,21,53,47,365,101,234,375,141,472,555,11.0,4320,33,79.0,230.0,25.90770709822144,0.248,0.177,113.7,112.4,3.37,21.9,36,103,340,365,17
978.4966666666668,126,16,456,178,337,30,22,141,104,59,161,280,119,79,105,1.0,2069,27,83.0,255.0,26.02191900130643,0.182,0.106,111.8,106.1,1.15,13.4,21,84,68,104,2
1527.175,140,34,562,201,440,13,22,-24,22,41,141,164,23,18,28,8.0,3194,31,78.0,220.0,25.42077580539119,0.141,0.067,111.7,112.2,2.46,17.1,142,333,101,22,7
1043.4983333333332,74,33,317,108,248,6,5,80,32,55,115,128,13,18,21,8.0,2274,35,81.0,220.0,23.572626124066453,0.122,0.076,115.0,112.0,2.73,32.5,83,203,150,32,33
49.655,3,0,9,3,14,0,1,2,0,1,4,4,0,0,0,1.0,108,23,78.0,205.0,23.687541091387246,0.115,0.006,94.5,93.3,3.0,16.7,3,12,3,0,4
2284.1066666666666,205,66,2183,728,1328,112,91,424,511,226,557,670,113,661,771,6.0,4639,29,84.0,280.0,27.896825396825395,0.37,0.213,118.3,108.6,1.21,12.7,66,200,274,511,16
221.10166666666663,22,7,45,17,53,9,2,-70,5,1,14,17,3,3,4,0.0,487,20,84.0,190.0,18.92998866213152,0.102,0.024,101.9,116.8,11.0,16.7,8,35,11,5,0
2129.6466666666665,220,42,931,359,707,73,46,-21,193,79,385,462,77,143,178,5.0,4547,25,81.0,226.0,24.215515927450085,0.168,0.086,114.0,114.5,1.08,9.0,70,240,85,193,11
1493.8133333333333,112,77,364,138,320,25,14,209,53,37,246,310,64,28,36,3.0,3192,27,77.0,210.0,24.899645808736718,0.1,0.079,113.0,106.1,2.7,21.3,60,177,100,53,10
754.73,59,27,386,138,339,12,31,-106,80,80,78,92,14,77,113,2.0,1614,32,75.0,210.0,26.245333333333335,0.259,0.102,105.7,110.8,2.23,27.5,33,109,178,80,24
422.575,48,10,163,66,171,8,9,-54,19,17,55,65,10,14,27,0.0,905,21,76.0,195.0,23.73355263157895,0.192,0.051,100.6,109.0,1.65,12.3,17,70,28,19,4
